"OID","Adult_ID","Parent_ID"
"611c248243471561ce5f","a2c3245a",NA
"c0028f79b71c41bc634f","8e7e8fe9",NA
"be9f05fcba4b81c8c6af","ca7d481b",NA
"277b5be1e63dc6f1529c","df138def",NA
"34c7432b6c3158f9a9e7","d392467e",NA
"eca352d8b86f54a08430","7b96dd85",NA
"dad469936e6940cc03e8","73ef17e5",NA
"53f51f32f99da191ed62","38240ce5",NA
"da03371f19d304ccc732","add0e71b",NA
"dece75490ccf1312c89f","aae276da",NA
"1137e9cffd83c9e357f3","68553d69",NA
"15a6b292c1b91d560a71","5b9187ac",NA
"919b8708a1ac4aae2f7e","76a45229",NA
"28b6789ddad9d12dc7e7","e55038a1",NA
"697fe3b6195beea8a359","d9188e16",NA
"1cf504eebfed84d28282","3ad14377",NA
"0ca49fa61c154ea1ebc4","9c5b1656",NA
"a78bb226e8beb79b2267","b5efde0a",NA
"16ad6d1d0202352f9243","5ea97a52",NA
"493c6d94e5991c0459a3","9fbf9995",NA
"f5951c193c80e576bace","c600a6f7",NA
"bbc2bd3d388ebe7524fc","44814d65",NA
"8486a3d1a0297643fe91","a4e537a3",NA
"81d4f87b1dc7a1a8ed60","9424e94e",NA
"a9a845ed3e9842bcd73a","528ea34a",NA
"80337167b044933c7e8d","a256cca4",NA
"940c318f6560206faf56","4a27172f",NA
"f297286faf48f3be9c97","2977357f","278dcbc9"
"e52a4333a6fd4606c14b","5df64068",NA
"4990091d56a19186e6fd","c5541af2",NA
"3c0aa253d4a18c8b079a","8bda9742",NA
"3bc5beb4c5a2177b4572","cb560c88",NA
"52d765c99007e12d64c3","97a0e65d",NA
"a6c18fdf5746a704a841","30a14f55",NA
"234f30ca0a295f397662","c79fd8d5",NA
"89915898ace155294364","2970a1fb",NA
"b58f423a8691d61d407c","d02503fa","53eac56f"
"5963c57591a43e3a6658","14c8b73d",NA
"283db5c6f5931232e06b","c42be426",NA
"1b95f586ccb99943208a","9d183a3c",NA
"d95ed8a07d7e89e28e31","f546d49c",NA
"3082c4dd9a961c9d4967","ac8f5e09",NA
"c935e0279983bc6ccff9","2abbbb05",NA
"7e69a47530e056834dd7","5da3b8a9",NA
"098aa41b38eb46327eee","0c039b6a",NA
"c68f1b32b1cf3393219d","7094ac46",NA
"35524dde4a90948fbb65","fe977fb2","1ea9d2f4"
"06aff6d5cb0bfe8ba8d7","2e9dd500",NA
"5adf15e790c75925d82d","294c2c89",NA
"af4229ad19086cdef571","153c0a3c",NA
"18fb4c8e4e083ffc82b8","60ff57be",NA
"2d0168d8f083101e0962","59e0f0d1","4881a0df"
"0b552279388cff083ed3","5724fc20",NA
"1e2e2ef858769dc3e94e","936d437f",NA
"fdc8556d78f53e672698","b45ab6b6",NA
"0607aa236b3364c1677a","67f60bb1",NA
"4d43a6f224dc0999dea0","58783e47",NA
"b509dddae547fefdc440","acfe1668",NA
"17f6a5ceecb8ccd696e3","da91a931",NA
"d4f43a95520e17dc0064","670a41e2",NA
"02955e71db87122f5e4a","39a17ddc",NA
"7fc9e47a7944fd32e232","ec55e6ce",NA
"88eec85051a5e9db665a","6b8f58cd",NA
"34d0e40301a2070eaf80","22116d29",NA
"c43ff2314827bf3257a8","901234d7",NA
"8060847cf2217084653e","12230669",NA
"70a93b24fd10d55984a7","57cef4a6",NA
"ca76a253ae5b85ea193a","c682cf7f",NA
"5b5226e36c078306f9df","eb3a76fc",NA
"41c1b83efe0453a55c03","9f3c814f",NA
"103deefaa6a339ff8f5e","66594241",NA
"cbcdc78e5b73cdfd24e5","57134e4c",NA
"66b5d0d9856af5d29c5c","fdd96f61","dc54adcf"
"49c167ebd39966cf4540","7a843d68",NA
"b414255fb8f34a9f23d4","7decdf2c","21d78a50"
"784ad767910a1c7edba1","2476b761",NA
"3ffd915e75e8ba6673bf","f72ff6ec",NA
"3103570c95f6a6e2f331","1635b77c",NA
"3f3e259bf5abf7d0e04f","03a9cf9a",NA
"e3a37810c54927d5a8dd","728bf826",NA
"f9778aadb330a7688e0b","5c7d933f",NA
"de83d92b7e32d8c1634e","a536e323",NA
"daaf932afec38eaf5db1","2db99cae","26f43e2e"
"7571b9fe8ddeb5952442","426e8869",NA
"b49b9bdc0707b591996b","28fc4556",NA
"f1bd9308c7097ac94c66","97cfa156",NA
"077800ef71bb1540be97","cdeed1d1",NA
"cbd37e6937d64f59b7f1","9149ce05",NA
"b7219dbe8b97d15fb4a8","b0e32053","4d0c74ba"
"e176998cefc627efe755","fd50bc01",NA
"31cf2733360d4a65b059","f12f126d",NA
"bd65901b1daa1479f03c","4b2bb532","e8f822ad"
"b36833fea5c4d77065bf","c46c8d5d",NA
"6b4bae1e1f7c0c8831c9","fcbe1d50",NA
"66eef79487d916d30484","ab6c3326",NA
"c91251c849674e134e58","896a1fe9","c27f9879"
"df3b69bfb11fc1df4aca","8477a2f6",NA
"bea94e97992308080d28","f25b715a",NA
"566e7b975a0e14bfbcf1","ac03a50f","6d4a9d7a"
"b0681cbdc327ae5066a4","25889e63",NA
"13d8b96af86a8ef6ed25","54213ae7",NA
"4fb8c6eeaf187efe6c37","274e4c77",NA
"1f0a710a1cf665f405c2","7d874595",NA
"3057d133e9e67df6523c","01808e74","f19bbee5"
"b6d1a549e556652268a0","dc7b9225",NA
"47427a4f6c5c11bc9969","c8e33511",NA
"53fe1a2e9190d645eae6","a1ca12c2",NA
"65527f74014dcd83a005","e918b9e2",NA
"aeb76881208ddab22f20","41dba2bd",NA
"c080075157d2a207fd0a","57fea674",NA
"9b06395ccbdadd317448","3e0ab60a",NA
"22daa8ae9b629f8c751c","af5e64f8",NA
"6968df2340f624f984c1","fb9c74f4",NA
"cde484ce584f6c7b1089","2a1e7543","810a4e1c"
"942fb136c4a15792beb9","639bd76e",NA
"497b5b570e0e1fffec5f","cc89af20",NA
"e13fe919c04c172bd80b","c3865097",NA
"820dcecd7139a2566d50","37bcc240",NA
"c7e3611105fd7236d2e5","520f6c01",NA
"b39c3bd5751fce6aa2cc","e8191c12",NA
"fe4566ee614361dfefc1","51c525c8",NA
"1b3af602dfd71dcb65eb","c3cf3f5f",NA
"f4cfe5103f127921e556","57d2c23b",NA
"39a86fb48abdc02d9369","b2f707c6",NA
"5bfb4703c3948ed9f067","dc91abd3","4cfde493"
"3fad032828417dd9bb28","55ee638a",NA
"a83292bea19893e80933","3c3ac29b",NA
"720feb85e8590a2c52ff","0e13121b",NA
"427f58d85b18cbfac247","1586b883",NA
"26dc9270320a1dfd3db8","cfc9506b","1014317f"
"2c649cf51f697e463f3f","0f290490",NA
"a8cb6e932e6a546e65be","06b5f325",NA
"ffb312e15d8579cfcf6f","2696d224",NA
"fa359d8d33e21c83d27f","cbf4ad35",NA
"10da48874fa6b7adf6a5","0fefd757",NA
"0fe5eff30bd478a16a92","d7d540a8",NA
"906facb27252700534f0","0180ea1d",NA
"56cde5be24657eacb1af","2f57ca0b",NA
"f204fa07ecc60aa29b2d","7ca55f53",NA
"e575fb22fa4fadab244c","97135ff6",NA
"9f1867aa3817db5bd88c","c3f78300",NA
"1114abe6cb756806bfc0","33476731",NA
"b56c37834c545b18acfb","2ba0afde",NA
"e7257577418b7b95970b","f2213aea",NA
"4fe54d12fbb93b3442a4","44e33f2c",NA
"d44cbda01ff90ce39485","28bc0571","5b02d5d7"
"20faaaf1c98d7fe4a5af","86a42e30",NA
"26e8f3c316b513e40fc2","4822c7f0",NA
"3ab762c36291a1d97738","b806f84f",NA
"18b67655ced434420fe6","1ef0a072",NA
"02eed3a57bfff6b45baf","7f390bd6",NA
"7bcbfc7090035c6b1b9c","3195827c","e4051235"
"9682c2b3bdda911cab8a","06ea2067",NA
"e8364dadfb9ba428274d","288671ff",NA
"15331dfdce384009124d","83ac7b68",NA
"0eaf02a2ee52b76d2ad7","877db0f9",NA
"888c3171945ee6add8bc","e75402cd",NA
"6c4c683ed031742ff30d","96852d8d",NA
"6c86f8d7583ad801ccb9","90ede080",NA
"b41cf56461c005413d61","21cd2cc6",NA
"6ff4a9d6a3b92fc95ab6","0b91dc3e",NA
"c83029a8d334f4b66407","f2d6e07f",NA
"74980921ed945d393e8a","ba7f92f1",NA
"da447c98908389b1f075","b18338ba",NA
"925df70d23ae9d5a7717","cec6b483",NA
"0aee63c48b0b9f2395b9","263f494e",NA
"23e43ed7728e7498a5b9","ae615d09",NA
"467a372a986642827d40","90081a68",NA
"7ee663ebdec55f481d8f","fcc8c431",NA
"90c4c921c32deaf2b359","1902d49f",NA
"f2795f0d23dd9c827f83","6d42ffb5","7e814804"
"e38cc120bd070a2e5672","6ffc5ada",NA
"b34596394c0409134a38","ca69d4fa","841f2047"
"b8a3d5454097d033db88","42ffb61d",NA
"23c2ed0466b07e2e419a","182fb9fe",NA
"917daf543580c74cb674","d67d1b73",NA
"a16909ef76c1049d554c","7daa7baf","d430e1fd"
"e955318a7d8d45b5a848","e2f8449b",NA
"72bd3a6ba654effb3b9c","028ce055","8017f044"
"7670ecc6af52c7479004","f37eae32",NA
"7ae67a3788a2a9607069","fdaf61d6",NA
"8025dafc89a11050666f","c8c779f3",NA
"57693869e0e54e471f42","7efc2357",NA
"6e952ac5c78de56072e0","72c8c7ee",NA
"496ccc2be879055f2ce1","11447ad3",NA
"68764606ba9e90a3bd71","f4f6cc07",NA
"4f929bb984a600b29fff","2b2234c8",NA
"8c2ae710064b4a6916d1","7eaf749c",NA
"a027262858b81d576130","095d6c48",NA
"8c48c91b758cf4a92371","04561e62",NA
"cbbe8d9733fe28ece124","8bf72916",NA
"897c7da610b815bc654b","921b5532",NA
"e497015625b9e7a9d3d2","edcca0ec",NA
"5abcc000f87b3c972bc4","3c09900b",NA
"7445e6d1185ceac7541e","12f1d120",NA
"7c93859ddd3aa2e0b290","e0ea8f84",NA
"dcc8be4f92a5631b2866","fc0d65e8",NA
"e3b22b9bdbb6957d7441","31ae736b",NA
"0376a6178b074295319d","3f8891f8",NA
"32cd9cab63e785149e24","9c06ed4e",NA
"b1e66e48508af3e0ba2b","b73f6dd8",NA
"0c4655456a596fdc985a","ac89e935",NA
"49dc8eb67f35f538f8aa","9d3226b4",NA
"1a596e8b00a23edb227a","2102be4f","7051cdfd"
"5746140a0c3020674710","49c6201f",NA
"58c7e6f81572de3884f3","5d7ef4a6",NA
"a39b57b0b80e34f429cf","ec21d7aa",NA
"5fca72b560a651b37824","b7b6c410",NA
"65fbde83666b5ef95a8d","db735a74",NA
"ea1092e2e66bf7965acb","fd22f6e4","1a38e0d4"
"9f76bfc8cf525903af06","fe76c64c",NA
"c1da962bea946205f263","60d7c295",NA
"e2cee7f46d6b104579b7","b124efa4",NA
"0d24b14dbcadea56c72d","a7bd0933","0e7feec2"
"b9319ee27cc77579b677","32b47386",NA
"417f260ba54e51d6423c","e954ea28",NA
"88609e16237034af1f77","e5969a8a",NA
"e94d9da572dbf15ab34a","303b4cdb",NA
"81d10c740699ae8904ad","3aafeb44",NA
"8a91b4c6c217503dcf1a","8e497f8a",NA
"b810fac4feadf74a2394","d5a25927",NA
"fdc0efed9ac14fb6362a","6887f495",NA
"4f0934de9bc4b86bcdd0","15446282",NA
"9536a1d35918eff8bdb5","64786cbd",NA
"bdec3b330438925129ab","a1e6f66f",NA
"a1ca42ef2f836466d87f","9652a6af","fed9a7b5"
"5ea5d84d5b480c2e28d9","10797c96",NA
"530fa961a2960069a1e4","cd08a92b",NA
"c67ea1c5199caa62f22d","304d44b4",NA
"5c5ba0baa4d9567aa593","45b5ca0d",NA
"8d2c18ee9df738a1e073","c70a3968",NA
"be5e0b7326e9e2ceb62f","e40049bf",NA
"14cec94d00e2cd9b93c0","7287ada0",NA
"084e4fd0c4816a2f4f45","eeeb5ab4",NA
"b40310411d601dab93ba","e0aa7b96",NA
"883789dc3c8e733dd598","92c2231f",NA
"43110858e8ef197a57d2","2d3a051f",NA
"0dcb4a3cbd703089cd13","f7c26ebd",NA
"d0545cf91172310abdbf","795e78d5",NA
"f12c9fd8e8199f660b75","ea593dec",NA
"210bba5eb89deeb60f97","b013304e",NA
"2cd7ec11e45db97691ad","24822ae3",NA
"2e10742df5b633e5ca86","75e9c9a2",NA
"0fd788f82c2321eacb09","3c548274",NA
"950b75464c8285f900a8","d23d84f2",NA
"4a5dbd17f296f1bf43fa","579e2502",NA
"c92a7248f4b6c60e358d","2b774412",NA
"8cc97c7c2f43411840f9","1e3689e3",NA
"8108c7fb8377e3bb5a9f","43eb8a97",NA
"911cf16a531f07185240","0307f96f","c972e5b0"
"b9e524988466434afd47","4890ccdb",NA
"c13dfebcadda945e6f4f","be85a679",NA
"747f9e1c820d1a8e4f4e","3fbf4254",NA
"40673d1c1ea2754208c5","ad3ab7a4",NA
"488ecda82d5261be8c33","b97cbab5",NA
"ffa33e9872ebb1e9670e","6ff99d80",NA
"9f0cff251e9346c6fc84","b6e7b58d",NA
"780c1a82e4f38615f1ed","83911e11",NA
"ccf7463f107eba5b7c74","d46c9675",NA
"d7b8720fa2bfb3485afc","adb1b30e",NA
"d63888b7dd9b4e50d835","2bad7ec6",NA
"09df4ec1120d04bd77fb","d762f518",NA
"a802f998888b2a89a937","f7c445e3",NA
"66cc068ef21d201ba393","62613ec2","6b909402"
"2e39e53ed5b3a64c7339","b0a94313","0dd488b9"
"8c9f42859caf0c4c3c5c","97207b8a",NA
"4b3e3648e98c5d038a5e","8c98e5c8",NA
"236223d94f647d6897a7","24f603cf",NA
"9db775f9945eeec3ce79","9edc38d2",NA
"3b422a05fb0368147fd4","732847ca",NA
"bf01189fe3874df16e8d","b2722586",NA
"347866ea7cca48ff67d9","5b8eaa3c",NA
"f42d52ea9c04405e3a2a","4310e406",NA
"f75da703abe292459555","b4f34470",NA
"7dcb80cab6727159b940","00db60f1",NA
"6ed23f211a51a7246d40","6e41eea6",NA
"4f1e7b47665bbf28d2e8","f1c283c0",NA
"775c3bd440a1e0430e7b","3fc20d94",NA
"a57c2ac975bcb6ee7e6a","208d1bcf",NA
"8aefef843f3d22712188","ba8c6c26",NA
"487418185a2d70c973b1","c34a286c","fd670ab1"
"21d2124f7261a97b02a7","bf333498",NA
"9d89bed742eb4371ecfb","16169c46",NA
"7648635491f9d6d1bbe6","eae84e56",NA
"12a00847000ba33f0e9a","8de6322e",NA
"3d666f721c086edffe77","af1fb2be",NA
"22acb6f102c95350df2f","2b0efb64",NA
"729429c0bc25f662b041","4b195e5e",NA
"b567aa4b4aae55fff661","093a7c48","b64f8e34"
"c8c8ccdd9be667aa7c4a","02ce3583",NA
"08dc9d32fa848d00e533","8f15f632",NA
"9a8d3d29cfee5ca2ff19","205c6c46",NA
"1cd8e9eebad5a477ad50","9aec39a9",NA
"fd0e2b7f58b422633120","0586dc12",NA
"d94f2c2d53d2fa9c9eae","2497ad73","a4e7ce46"
"4b9bbf231cdae4920847","2e598e09",NA
"55c0f76228a9045eb37c","8d2574ff",NA
"80aa48f0376f176cfd79","c45739ab",NA
"41e17ce6bf8b32160549","dbb7d144",NA
"7f150bcc1bae4247db34","bda10c80",NA
"f16bd21db52e489af24d","5c0793cb",NA
"d0d1e299d79f9ea5451c","471fb3d2",NA
"e7fe22598101ead5988c","b4d11ab7",NA
"59cc08ebfbae907db43c","0db5d7ae","d91e97fa"
"9f65ed3ba1628240db95","a61db8ec",NA
"8b2b6658f218db93fbca","76300512",NA
"c6cf95b68ac9ab6954cc","d3ef8798",NA
"a8f12375f47b3b715a28","eeb6cd24",NA
"f8e3623be07f4a8de38a","e0d783cf",NA
"6d81971a7025370a2e10","a1fb3e3b",NA
"94a858d0e8f99c6fc64b","ff3f1337",NA
"bb3209006630ad7720cf","3b9f5209",NA
"03f98b973ebb2d79a190","170e73ea",NA
"5a85df6c6613b1e7d499","f32cd4bf",NA
"72d7446b58d4a53f8650","ee3f1ea2","664da5c6"
"60e8f16b3ad738eeb5e5","7cb75c32","7e09f8ff"
"fd4507252fe2b3f6314f","190c40e2",NA
"c2d22c986b21907383e9","3106aaad",NA
"940bc678aa70e4a8eb65","57617e9d",NA
"53eb9ab0ee088544499c","a1710390",NA
"1c2a93dcb36e559f68f6","b096ba3e",NA
"fe46296eb8b8af374019","5965630a",NA
"1fcfccc8a802ce9424e1","17eaa11a",NA
"59f3bd99182bbeba2972","e45acb23",NA
"7f7a60f26e18411d2dcb","d77d5a63",NA
"6e3e9ba9f9a40f71d99b","c4741603",NA
"9d234f6fd50e28c51b60","350a002d",NA
"0fce51ac15a2f197e7c2","2db243d2",NA
"f1226857a902838da947","fd49a349",NA
"95b47deed46452662950","7043f8f4",NA
"d94cc5975356718a0772","d5849e57",NA
"d1e35191c2b843585a56","24e1eecf",NA
"5a50de12447fa33a2dd4","6eed0e20",NA
"88c99ef91ac7bceb8688","d9727b20","624e55be"
"dc4f2a7896a892630a79","3b6630a4",NA
"48d148d88f312568a1bf","aa3ffcea",NA
"23376e6fd54571f1e318","25c68ab5",NA
"dbb948157382a44bb73e","a2db4e2e",NA
"a5f772f7fa3afcab1c30","7e9a5679",NA
"6220e79ec94921828ccb","03d6be1a",NA
"82ff006a3475a2a944bb","28f56208",NA
"604f2fefa964c3ec3bf9","da2bfb30",NA
"2d19b9233d384608f5f6","ab3e6df4",NA
"f3b36a3dafe1c7e12d54","6d319800",NA
"da1547832c141d8a1a54","d7211e12",NA
"083b008b782ce1af4231","ac683a35",NA
"c52d1c3922b1bed1defa","149a6906",NA
"5b704f284a9a7b384e28","965b189f",NA
"9c2c9b7fec07f367e1a2","2b9cf0e0",NA
"9ce5282471570420c4c9","8169fdbb",NA
"a8b98f7927b0a92e6c19","3de51ca0",NA
"ddf9ad3050588b5fa7a7","c0861fc6",NA
"7a05751c669499037de0","ba13f2c6",NA
"32dcbdb7425cb9fc7bc9","320ad0fe",NA
"6aad7a06768b362baab3","ddab6104",NA
"fdb5bd7ddd056f729577","9b5d9c82",NA
"c9ef9e26e16295a1fbc5","eb8f46d4",NA
"c11e8eec18e705d4f21f","a7d5093b",NA
"baf581742974592516ba","17bec083",NA
"21e8fbce2ee0654a72c6","0a469c21",NA
"830aca14eceae64376cc","e84a4f66",NA
"016a2245ec7b18cb1548","574db557",NA
"f1db2525d536c5a3c990","af0132bc",NA
"467a91a38d8ddd71e930","a9bb74c3",NA
"4ca792d1300fdfff7335","261c8daf",NA
"7e0192ca38cbf86d0e72","501820f6","ca250cb6"
"1484b530ca0eeba69788","f44b2d8e",NA
"7ebb83b295bf2f726b41","7fa4a001",NA
"7b1ddca8c173ca2694dc","50993419",NA
"154d6cc5c4eba2db5134","665678b4",NA
"022d1cdf1ec96cbf1c0a","75395ffc",NA
"ef55fffa34f383083f38","d858a985","0236290c"
"607bb4506afb200a4b01","6445c4db",NA
"0934178b87dfb695bc15","29b4a0e4",NA
"e9966919ef48d405a190","bae3dec6",NA
"82e14ac1a8a726f8022a","366eb5c8",NA
"fb7f1bf6c6b4da25315a","c1c37c40",NA
"b2985456b6c213d59e16","e07fc1cb",NA
"5070a18bb8dfb31668d4","624f1af7",NA
"1c13f922df357540d324","5232854f",NA
"a517a293fe5e437b4eff","64b9fb37",NA
"ee0a29bb349b13d65ed2","fb27d438",NA
"ea74de2d361e806564df","ddba36c1","b39582ef"
"ae5ae7353dbcb10c6a00","6278e0cc",NA
"0b704a5f6dc50a528cac","680dff29",NA
"abc90a4c6513fbcea683","e8e78059",NA
"666476698f4146bce22c","2b7f64f1",NA
"fe395ec1b3001d160806","b2dea170",NA
"7a7a2944913a95725ba6","738a2d05",NA
"a771ff5f186d3e5d63c3","169caa6e","a68dcffc"
"287f338cad726a9e0a44","358fa601",NA
"2bdeb35a8da399b9743d","1a7e3ece",NA
"2c3a68f1b802b488748e","6404c41d",NA
"dcaf607603617589849e","4167a3fd",NA
"fec6887e552d5c2a5b73","d2b27fd1",NA
"539d78d2846440e1ab8b","72bc0590",NA
"979d68c12451efb9bcde","ee9b3fcc","c89cc163"
"0d219ed583547ff58dda","3be64045",NA
"3f878f0ac0ab4bbce821","2e38d2fb",NA
"2b082f54ff9e85866fe9","1cf61f00","62bd75ad"
"780b38378348c9bd5842","404eeccf",NA
"02a83a228b4268a54c41","13d15902",NA
"bd6fc5ccfbf112856e6f","bf0b9505",NA
"04aca50c48bc94706596","b34bf03f",NA
"0060fa66bed2be74405f","dc163409",NA
"3d0d5e59c7491d78b3ee","4b89c926","95ba1a0d"
"65dc5134b6c0e90e616b","58409468",NA
"ae897616f191ccfdceaa","df93ee18",NA
"dee17519eae5c07db7a5","06374281",NA
"a6712fa5bcfa3a9cfafd","e799143d",NA
"8aca3831e62f9a75ebe4","7e79a845",NA
"c268e672b4e4dc0058d9","5f0dc810",NA
"e006aa48e94639b267ca","2e5fce13",NA
"9ecfee18a073b9c7da44","945ac4cd",NA
"d0488a520156becf9c2a","b28cbef1","b8e9f276"
"46dac5574921c459a3dc","41d9c94c",NA
"1c384931f45ec28b5f2a","db8d6090","a864792d"
"ec54707dcde6c5d06518","a0ddeaa4",NA
"071855bf7f96cf37d1ba","cae69af1",NA
"ee486035bddef5a02fe7","20808a80",NA
"fe635eb6ed7af432edfb","d18a8a5f",NA
"e86f3148bbc93ea1b7bb","7ba97a88",NA
"9071b9f02eb5aa37434a","d1e18348",NA
"c7118c070396fa3645f4","4627f6d8",NA
"55cbe7d6c003becffe72","35fca1dd",NA
"866c3019bc57ede447a9","9602cc2f",NA
"88b659aabe8f669bbf5d","3e589dfe",NA
"913133a61186ad7baf56","4a099df9","1fe41450"
"fe37d191c7d3d6174cc9","ebdd0900",NA
"8109532b20b665d8d571","41cb91d5",NA
"1eb1a0435012f7669d04","c189525a",NA
"26b8b7573896a5085bde","fa75d00e",NA
"16b415e0ecc210f0aeee","0db62a70",NA
"761ffacde346ee901433","6f64bafb","32e9b9e1"
"020a6e0e067b81b065a4","3adbe92a",NA
"3f2db39ad1cf3c515200","68721e26",NA
"c5cfa92d90f9470fcb47","20d5ac24",NA
"c392997260f378f024da","b332c180","58099219"
"6fa174f4e97569f60ffe","79af00d9",NA
"9c2e94da96335c817276","3b4446a8",NA
"62e7df4668daab44f820","ce80e9ba",NA
"6724dc70cd5e5d2e94ca","483be08c","6460517c"
"d9544c3c762416ac24ca","7b787546","bfdd6a45"
"b04763e12b717cc14a2d","16942352","d77d11b3"
"b4c913d9d583d767de0e","d098d97d",NA
"c17220abd70338de1630","164ac234",NA
"0971341ec9c6dd1b6320","202d79e9",NA
"a7f4efb94e755ba802ee","604095e2",NA
"cbd13b8ccc2b78d0c59a","938a0ed6",NA
"095c40d3b0f71b848539","72544c42",NA
"e73b1f801f9193020fc9","3cc3490a","39e597aa"
"e19388f63231965fef27","20cbee08",NA
"74ee7e1ec0d1abfc2706","c63ab459",NA
"0bffbd7eb649d096e1a6","f8038007",NA
"1fec8af75cd27bd342ac","feaecbda",NA
"f0a5b4c7c7229d9c64c5","fa067224","2179b119"
"deec006ce048fa292568","d67558dc","ccbd3296"
"f95298516c211d5c95df","85d8623b",NA
"6851ee0dd27bea9955f1","f58213ec",NA
"e2685d25ae8ab8ebb7f7","f0dba119",NA
"0d7243f7a14c70b69527","01a97318",NA
"7dfd6e4046a7a2e06f32","4e4d1c4b",NA
